word1,word2,word3,count
1999,more,year,1
law,introduce,1992,1
two,choice,one,1
choice,one,prime,1
prime,minister,second,1
minister,second,political,1
second,political,party,1
political,party,knesset,1
party,knesset,list,1
knesset,list,1996,1
list,1996,election,1
1996,election,december,1
election,december,1998,1
december,1998,election,1
1998,election,may,1
election,may,1999,1
may,1999,party,1
1999,party,system,1
party,system,transform,1
system,transform,knesset,1
party,form,new,1
own,prime,minister,1
lead,member,leave,1
new,party,include,1
party,include,middle,1
national,union,labor,1
union,labor,leader,1
only,change,name,1
change,name,party,1
name,party,list,1
party,list,one,1
list,one,israel,1
may,only,remain,1
only,five,party,1
five,party,represent,1
party,represent,broad,1
represent,broad,national,1
broad,national,rather,1
interest,race,prime,1
new,party,list,1
party,list,attention,1
list,attention,campaign,1
attention,campaign,focus,1
campaign,focus,election,1
focus,election,prime,1
prime,minister,effect,1
prime,minister,rather,1
minister,rather,party,1
rather,party,one,1
party,one,point,1
one,point,five,1
defense,minister,former,1
lead,new,center,1
two,day,election,1
two,three,netanyahu,1
two,other,remain,1
begin,national,union,1
leader,largely,arab,1
election,however,consider,1
however,consider,threat,1
three,year,prime,1
year,prime,minister,1
begin,defense,minister,1
group,establish,new,1
establish,new,center,1
former,labor,party,1
labor,party,member,1
accord,palestinian,authority,1
palestinian,authority,october,1
authority,october,1998,1
october,1998,also,1
close,only,leave,1
almost,come,contact,1
treaty,spanish,civil,1
civil,war,alliance,1
war,alliance,political,1
alliance,political,economy,1
war,1973,other,1
1973,other,war,1
other,war,have,1
war,have,major,1
major,impact,international,1
impact,international,system,1
system,addition,produce,1
addition,produce,new,1
treaty,organization,bring,1
organization,bring,arab,1
bring,arab,israeli,1
israeli,leader,together,1
leader,together,first,1
together,first,time,1
weapon,diplomacy,organization,1
far,advance,cause,1
however,arab,israeli,1
israeli,conflict,tend,1
conflict,tend,undermine,1
black,nation,attempt,1
conflict,many,seek,1
many,seek,maintain,1
tie,israel,arab,1
arab,state,war,1
state,war,1956,1
war,1956,1967,1
1956,1967,fail,1
arab,1973,arab,1
1973,arab,leader,1
arab,leader,north,1
leader,north,africa,1
africa,begin,show,1
great,support,cause,1
support,cause,organization,1
test,however,much,1
black,africa,stand,1
nation,view,many,1
arab,diplomacy,when,1
diplomacy,when,war,1
fall,1973,able,1
1973,able,achieve,1
able,achieve,year,1
arab,diplomatic,effort,1
diplomatic,effort,fail,1
israeli,occupation,arab,1
occupation,arab,territory,1
support,israel,begin,1
israeli,cause,african,1
cause,african,solidarity,1
african,solidarity,appear,1
solidarity,appear,receive,1
appear,receive,important,1
conflict,paper,analyze,1
paper,analyze,african,1
analyze,african,israeli,1
israeli,relation,determine,1
relation,determine,impact,1
historical,current,relationship,1
current,relationship,take,1
relationship,take,consideration,1
economic,relation,1994,1
relation,1994,2014,1
history,medicine,ancient,1
economic,relation,israel,1
relation,israel,palestine,1
aim,achieve,two,1
achieve,two,objective,1
party,interest,peace,1
time,study,argue,1
failure,largely,due,1
political,territorial,context,1
palestinian,side,alternative,1
side,alternative,economic,1
negotiate,party,1994,1
administration,politics,economics,1
measure,state,israel,1
jerusalem,1967,option,1
1967,option,future,1
option,future,status,1
measure,i.e.,creation,1
i.e.,creation,fact,1
legal,measure,israel,1
east,jerusalem,reflect,1
negotiation,future,status,1
east,jerusalem,much,1
jerusalem,much,discussion,1
much,discussion,regard,1
discussion,regard,future,1
regard,future,status,1
jerusalem,focus,impact,1
focus,impact,israel,1
city,create,fact,1
fact,ground,general,1
hold,fact,land,1
option,resolution,question,1
resolution,question,jerusalem,1
question,jerusalem,little,1
jerusalem,little,say,1
israeli,jurisdiction,administration,1
jurisdiction,administration,often,1
east,jerusalem,extent,1
east,jerusalem,article,1
jerusalem,article,focus,1
measure,1967,intend,1
1967,intend,process,1
importance,international,impact,1
international,impact,three,1
impact,three,decade,1
three,decade,land,1
settlement,construction,other,1
construction,other,measure,1
east,jerusalem,rather,1
jerusalem,rather,article,1
rather,article,seek,1
article,seek,address,1
east,jerusalem,status,1
israeli,legal,measure,1
legal,measure,future,1
measure,future,status,1
future,status,city,1
status,city,government,1
city,government,objective,1
measure,primary,objective,1
israeli,policy,east,1
israeli,sovereignty,base,1
law,goal,first,1
goal,first,set,1
first,set,1948,1
set,1948,area,1
1948,area,jurisdiction,1
state,law,apply,1
area,include,area,1
include,area,state,1
area,state,israel,1
state,israel,part,1
israel,part,palestine,1
part,palestine,minister,1
view,israel,claim,1
israel,claim,sovereignty,1
claim,sovereignty,east,1
sovereignty,east,jerusalem,1
israeli,law,jurisdiction,1
jerusalem,1967,legal,1
explain,justice,minister,1
justice,minister,emerge,1
minister,emerge,june,1
government,extend,law,1
extend,law,jurisdiction,1
government,order,area,1
order,area,jurisdiction,1
area,jurisdiction,administration,1
jurisdiction,administration,apply,1
measure,however,reflect,1
however,reflect,domestic,1
reflect,domestic,international,1
international,political,consideration,1
government,decision,1967,1
decision,1967,division,1
1967,division,jerusalem,1
division,jerusalem,1948,1
jew,jewish,quarter,1
jewish,quarter,old,1
quarter,old,city,1
western,wall,other,1
wall,other,holy,1
other,holy,site,1
holy,site,jordanian,1
site,jordanian,hold,1
jordanian,hold,east,1
hold,east,jerusalem,1
many,israeli,political,1
political,military,religious,1
military,religious,leader,1
religious,leader,well,1
leader,well,jewish,1
well,jewish,public,1
jewish,public,importance,1
public,importance,measure,1
city,legitimacy,jewish,1
legitimacy,jewish,control,1
east,jerusalem,seem,1
force,occupy,east,1
ideology,islam,foreign,1
sociology,economics,theology,1
economics,theology,philosophy,1
article,argue,iran,1
argue,iran,arab,1
arab,option,arab,1
policy,emerge,ideological,1
iran,new,find,1
new,find,position,1
iran,regional,leadership,1
regional,leadership,require,1
leadership,require,arab,1
orientation,iran,foreign,1
state,system,two,1
system,two,state,1
state,one,land,1
one,land,solution,1
land,solution,israeli,1
conflict,resolution,development,1
resolution,development,economics,1
article,explore,use,1
state,structure,two,1
structure,two,state,1
palestinian,conflict,present,1
conflict,present,nation,1
present,nation,state,1
nation,state,exist,1
state,exist,certain,1
exist,certain,person,1
territory,article,offer,1
article,offer,method,1
offer,method,israeli,1
method,israeli,palestinian,1
israeli,palestinian,have,1
palestinian,have,self,1
have,self,determination,1
self,determination,independent,1
determination,independent,government,1
independent,government,able,1
exist,dispute,land,1
dispute,land,territorial,1
land,territorial,state,1
territorial,state,structure,1
state,structure,design,1
century,new,system,1
new,system,well,1
assessment,identity,music,1
arab,policy,middle,1
middle,east,challenge,1
east,challenge,arab,1
challenge,arab,israeli,1
conflict,iraq,iran,1
civil,war,position,1
war,position,finance,1
finance,law,sociology,1
arab,policy,aim,1
position,region,united,1
region,united,state,1
united,state,continue,1
state,continue,dominate,1
continue,dominate,arab,1
dominate,arab,israeli,1
arab,israeli,process,1
israeli,process,strategy,1
unite,nation,european,1
nation,european,union,1
european,union,april,1
union,april,1996,1
april,1996,french,1
1996,french,president,1
visit,middle,east,1
student,university,cairo,1
university,cairo,france,1
cairo,france,arab,1
france,arab,policy,1
element,foreign,policy,1
foreign,policy,thus,1
middle,east,particularly,1
french,role,region,1
diplomatic,political,intervention,1
own,perceive,interest,1
perceive,interest,back,1
interest,back,land,1
back,land,peace,1
land,peace,option,1
peace,option,israeli,1
option,israeli,palestinian,1
palestinian,process,support,1
process,support,palestinian,1
organization,plo,palestinian,1
plo,palestinian,leader,1
certain,israeli,practice,1
israeli,practice,such,1
practice,such,building,1
such,building,settlement,1
building,settlement,east,1
west,bank,contrast,1
bank,contrast,more,1
support,israel,addition,1
israel,addition,france,1
addition,france,oppose,1
france,oppose,threat,1
strike,iraq,force,1
decision,february,1998,1
february,1998,allow,1
1998,allow,iraq,1
allow,iraq,increase,1
agreement,france,also,1
france,also,critical,1
conduct,business,iran,1
business,iran,other,1
other,country,difference,1
country,difference,unite,1
difference,unite,state,1
unite,state,open,1
state,open,hostility,1
open,hostility,exist,1
hostility,exist,two,1
exist,two,government,1
august,1997,french,1
1997,french,foreign,1
june,1997,present,1
france,only,one,1
status,unite,state,1
own,interest,french,1
interest,french,government,1
french,government,recognize,1
government,recognize,important,1
recognize,important,political,1
important,political,role,1
political,role,united,1
cooperation,france,unite,1
unite,state,issue,1
state,issue,such,1
iraq,1991,when,1
1991,when,interest,1
when,interest,two,1
interest,two,power,1
french,government,remain,1
political,power,world,1
power,world,affair,1
world,affair,means,1
affair,means,create,1
middle,power,status,1
influence,position,middle,1
east,french,government,1
middle,east,april,1
east,april,october,1
april,october,1996,1
october,1996,french,1
1996,french,foreign,1
diplomacy,response,crisis,1
response,crisis,follow,1
crisis,follow,israel,1
follow,israel,april,1
israel,april,1996,1
strike,iraq,february,1
iraq,february,1998,1
french,government,determination,1
government,determination,play,1
determination,play,role,1
play,role,region,1
negotiation,democracy,law,1
democracy,law,knesset,1
law,knesset,judaism,1
knesset,judaism,sociology,1
present,background,origin,1
background,origin,oslo,1
origin,oslo,meeting,1
oslo,meeting,lead,1
meeting,lead,declaration,1
september,1993,account,1
1993,account,palestinian,1
account,palestinian,leader,1
palestinian,leader,sign,1
leader,sign,agreement,1
sign,agreement,washington,1
agreement,washington,lead,1
washington,lead,participant,1
trace,origin,plo,1
origin,plo,israeli,1
plo,israeli,relationship,1
when,other,call,1
other,call,dialogue,1
call,dialogue,israeli,1
oppose,contact,israel,1
contact,israel,israeli,1
establish,relation,democratic,1
effort,lead,meeting,1
lead,meeting,israeli,1
meeting,israeli,include,1
contact,establish,israel,1
establish,israel,labor,1
labor,party,major,1
party,major,figure,1
major,figure,establish,1
